46885,220,6
P-56,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-321,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-228,NONE,-1,-1,-1,-1,-1,-1
P-13,NONE,-1,-1,-1,-1,-1,-1
P-88,NONE,-1,-1,-1,-1,-1,-1
P-114,NONE,-1,-1,-1,-1,-1,-1
P-316,NONE,-1,-1,-1,-1,-1,-1
P-7,NONE,-1,-1,-1,-1,-1,-1
P-383,NONE,-1,-1,-1,-1,-1,-1
P-388,NONE,-1,-1,-1,-1,-1,-1
P-38,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-245,NONE,-1,-1,-1,-1,-1,-1
P-233,NONE,-1,-1,-1,-1,-1,-1
P-67,NONE,-1,-1,-1,-1,-1,-1
P-21,NONE,-1,-1,-1,-1,-1,-1
P-306,NONE,-1,-1,-1,-1,-1,-1
P-100,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-24,NONE,-1,-1,-1,-1,-1,-1
P-51,NONE,-1,-1,-1,-1,-1,-1
P-318,NONE,-1,-1,-1,-1,-1,-1
P-74,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-370,NONE,-1,-1,-1,-1,-1,-1
P-90,NONE,-1,-1,-1,-1,-1,-1
P-243,NONE,-1,-1,-1,-1,-1,-1
P-107,NONE,-1,-1,-1,-1,-1,-1
P-235,NONE,-1,-1,-1,-1,-1,-1
P-184,NONE,-1,-1,-1,-1,-1,-1
P-237,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-104,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-372,NONE,-1,-1,-1,-1,-1,-1
P-95,NONE,-1,-1,-1,-1,-1,-1
P-379,NONE,-1,-1,-1,-1,-1,-1
P-52,NONE,-1,-1,-1,-1,-1,-1
P-47,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-173,NONE,-1,-1,-1,-1,-1,-1
P-70,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-98,NONE,-1,-1,-1,-1,-1,-1
P-110,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-55,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-292,NONE,-1,-1,-1,-1,-1,-1
P-81,NONE,-1,-1,-1,-1,-1,-1
P-64,NONE,-1,-1,-1,-1,-1,-1
P-376,NONE,-1,-1,-1,-1,-1,-1
P-18,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-160,NONE,-1,-1,-1,-1,-1,-1
P-22,NONE,-1,-1,-1,-1,-1,-1
P-203,NONE,-1,-1,-1,-1,-1,-1
P-30,NONE,-1,-1,-1,-1,-1,-1
P-83,NONE,-1,-1,-1,-1,-1,-1
P-143,NONE,-1,-1,-1,-1,-1,-1
P-296,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-158,NONE,-1,-1,-1,-1,-1,-1
P-223,NONE,-1,-1,-1,-1,-1,-1
P-330,NONE,-1,-1,-1,-1,-1,-1
P-262,NONE,-1,-1,-1,-1,-1,-1

